E:\Desktop\data\IMG\center_2020_09_23_11_34_36_477.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_36_477.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_36_477.jpg, 0, 0, 0, 1.321306
E:\Desktop\data\IMG\center_2020_09_23_11_34_36_591.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_36_591.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_36_591.jpg, 0, 0, 0, 1.33614
E:\Desktop\data\IMG\center_2020_09_23_11_34_36_696.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_36_696.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_36_696.jpg, 0, 0, 0, 1.394752
E:\Desktop\data\IMG\center_2020_09_23_11_34_36_804.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_36_804.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_36_804.jpg, 0, 0, 0, 1.502939
E:\Desktop\data\IMG\center_2020_09_23_11_34_36_912.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_36_912.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_36_912.jpg, 0, 0, 0, 1.618735
E:\Desktop\data\IMG\center_2020_09_23_11_34_37_012.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_37_012.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_37_012.jpg, 0, 0, 0, 1.769887
E:\Desktop\data\IMG\center_2020_09_23_11_34_37_126.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_37_126.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_37_126.jpg, 0, 0, 0, 1.726792
E:\Desktop\data\IMG\center_2020_09_23_11_34_37_235.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_37_235.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_37_235.jpg, 0, 0, 0, 0.3106326
E:\Desktop\data\IMG\center_2020_09_23_11_34_37_339.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_37_339.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_37_339.jpg, 0, 0, 0, 0.07749692
E:\Desktop\data\IMG\center_2020_09_23_11_34_37_463.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_37_463.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_37_463.jpg, 0, 0, 0, 0.01583466
E:\Desktop\data\IMG\center_2020_09_23_11_34_37_580.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_37_580.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_37_580.jpg, 0, 0, 0, 0.05640535
E:\Desktop\data\IMG\center_2020_09_23_11_34_37_683.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_37_683.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_37_683.jpg, 0, 0, 0.0653289, 0.03149099
E:\Desktop\data\IMG\center_2020_09_23_11_34_37_790.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_37_790.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_37_790.jpg, 0, 0, 0.3846018, 0.008798447
E:\Desktop\data\IMG\center_2020_09_23_11_34_37_898.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_37_898.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_37_898.jpg, 0, 0, 0.6812577, 0.002970392
E:\Desktop\data\IMG\center_2020_09_23_11_34_38_009.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_38_009.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_38_009.jpg, 0, 0, 1, 0.004990307
E:\Desktop\data\IMG\center_2020_09_23_11_34_38_113.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_38_113.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_38_113.jpg, 0, 0, 1, 0.007694554
E:\Desktop\data\IMG\center_2020_09_23_11_34_38_217.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_38_217.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_38_217.jpg, 0, 0, 1, 0.007126717
E:\Desktop\data\IMG\center_2020_09_23_11_34_38_330.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_38_330.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_38_330.jpg, 0, 0, 1, 0.005057287
E:\Desktop\data\IMG\center_2020_09_23_11_34_38_434.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_38_434.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_38_434.jpg, 0, 0, 1, 0.00314125
E:\Desktop\data\IMG\center_2020_09_23_11_34_38_545.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_38_545.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_38_545.jpg, -0.3612039, 0, 1, 0.005015559
E:\Desktop\data\IMG\center_2020_09_23_11_34_38_645.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_38_645.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_38_645.jpg, -0.6615288, 0, 0.9576034, 0.001592627
E:\Desktop\data\IMG\center_2020_09_23_11_34_38_746.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_38_746.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_38_746.jpg, -0.9648312, 0, 0.654301, 0.001377182
E:\Desktop\data\IMG\center_2020_09_23_11_34_38_858.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_38_858.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_38_858.jpg, -1, 0, 0.3610234, 0.00132134
E:\Desktop\data\IMG\center_2020_09_23_11_34_38_962.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_38_962.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_38_962.jpg, -1, 0, 0.008181668, 0.001501705
E:\Desktop\data\IMG\center_2020_09_23_11_34_39_063.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_39_063.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_39_063.jpg, -1, 0.189837, 0, 0.004649004
E:\Desktop\data\IMG\center_2020_09_23_11_34_39_172.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_39_172.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_39_172.jpg, -1, 0.5146896, 0, 0.02294972
E:\Desktop\data\IMG\center_2020_09_23_11_34_39_274.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_39_274.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_39_274.jpg, -1, 0.7941837, 0, 0.0385942
E:\Desktop\data\IMG\center_2020_09_23_11_34_39_378.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_39_378.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_39_378.jpg, -1, 1, 0, 0.06354622
E:\Desktop\data\IMG\center_2020_09_23_11_34_39_485.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_39_485.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_39_485.jpg, -0.6825603, 1, 0, 0.172262
E:\Desktop\data\IMG\center_2020_09_23_11_34_39_595.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_39_595.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_39_595.jpg, -0.383812, 1, 0, 0.1394084
E:\Desktop\data\IMG\center_2020_09_23_11_34_39_705.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_39_705.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_39_705.jpg, -0.2496667, 1, 0, 0.1866067
E:\Desktop\data\IMG\center_2020_09_23_11_34_39_807.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_39_807.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_39_807.jpg, -0.556868, 1, 0, 0.174892
E:\Desktop\data\IMG\center_2020_09_23_11_34_39_911.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_39_911.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_39_911.jpg, -0.8597219, 1, 0, 0.09277213
E:\Desktop\data\IMG\center_2020_09_23_11_34_40_016.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_40_016.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_40_016.jpg, -1, 1, 0, 0.07805481
E:\Desktop\data\IMG\center_2020_09_23_11_34_40_122.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_40_122.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_40_122.jpg, -1, 1, 0, 0.08620533
E:\Desktop\data\IMG\center_2020_09_23_11_34_40_230.jpg, E:\Desktop\data\IMG\left_2020_09_23_11_34_40_230.jpg, E:\Desktop\data\IMG\right_2020_09_23_11_34_40_230.jpg, -1, 1, 0, 0.07155766
